Condition,Electrode,ITPC
GS,17,"[0.05422405448351468, 0.002998793639172617, 0.04737678607108928, 0.01767588296536319, 0.03924429596635268, 0.017842081256841683, 0.0728421280881362, 0.07999702987945893, 0.0378409960614016, 0.04325608825981761, 0.02727223259084182, 0.03208956252001597, 0.031007663748353946, 0.02576323112194389, 0.0453972072554866, 0.03542330097445031, 0.015326488243491431, 0.08173344605577149, 0.0964907001319862, 0.12286335103290696, 0.09406187551486314, 0.03781986990943033, 0.03765893354827555, 0.05778825112126993, 0.06603222030325288, 0.05902204570350771, 0.04589074146112807, 0.054619211997865534, 0.02824323217401829, 0.025153822557219815, 0.054936591003165655, 0.06869864384406263, 0.07260283312105607, 0.04245940985616746, 0.04123111720073803, 0.07159720435401408, 0.09688775589851711, 0.07716058954118371, 0.049488211399353804, 0.01524721960169294, 0.022692372460977314, 0.013306220091389702, 0.16187114968409236, 0.35304422681725484, 0.2179630038367531, 0.048857332423275605, 0.035661987081112914, 0.04095306036570767, 0.08022434472272129, 0.07653904086270037, 0.017740478054461082, 0.045067621914739474, 0.07565398210283449, 0.014620891678076115, 0.0767246313840072, 0.11215579380491118, 0.05230438094909797]"
GS,18,"[0.03012429597727262, 0.03694102718812073, 0.06101635994172323, 0.02125267148652107, 0.05417079006156998, 0.04170612246020691, 0.012178325701079493, 0.09265238322552871, 0.07075542369222594, 0.042794666500444035, 0.05811560425144057, 0.02344111583759235, 0.01526413274081948, 0.04506875625986963, 0.08528849283472748, 0.023218533921103797, 0.022407786101462178, 0.1118169416711935, 0.028718977728083708, 0.07393497925603022, 0.062462571007482585, 0.06168930427316456, 0.015991363133028774, 0.040418363718265016, 0.06543777247575704, 0.030350784536239548, 0.020043544852897905, 0.032140995434949055, 0.03595021250474696, 0.07170132844739202, 0.06260083962285407, 0.06524840982794539, 0.016754270015540283, 0.029313119451455212, 0.004587430721892162, 0.05471874567444214, 0.05228322310912557, 0.0541784937975794, 0.05653448888132971, 0.0722998392566514, 0.04055680518326742, 0.05052521051609767, 0.03471081297273668, 0.18848006250187305, 0.12325527317891947, 0.017679812970097505, 0.009288022377619361, 0.027233158773814114, 0.031242714679464472, 0.06366486209725418, 0.028825346275026132, 0.06637365354761084, 0.03706165042679148, 0.017456269045344325, 0.06069969859546863, 0.06490071064452778, 0.011335099990003322]"
GS,19,"[0.08534713162597174, 0.05305036294001454, 0.046417634868182095, 0.0193483410576312, 0.05101012086120546, 0.08206543102228188, 0.08319008502690191, 0.10889165937198664, 0.06422233069816323, 0.05503046974006625, 0.029001568966032405, 0.026337454659432, 0.006207663805391149, 0.026555313928703392, 0.057777035115985594, 0.05261377302661795, 0.024609076707330178, 0.11439702405583589, 0.05659993266468917, 0.020245771760770442, 0.018899038757955452, 0.05611181881557208, 0.0489769244132378, 0.022254637891483225, 0.013322405682320687, 0.05929598852703195, 0.036178762740488216, 0.046702982925164345, 0.04717797345792127, 0.0673324466739018, 0.0321213435437146, 0.021330251767087707, 0.05726268251210922, 0.05046615579587669, 0.06108964019052376, 0.06738859897836022, 0.03832738795404448, 0.011734687734946578, 0.09677291979522881, 0.10725530880972929, 0.05951067714718328, 0.05804158963592574, 0.12740712203689086, 0.18433696791255044, 0.09604517690392042, 0.06159027867354495, 0.03658019169456926, 0.04765496341916548, 0.05197662976804673, 0.015075015955703918, 0.02253210168710558, 0.027728928852540774, 0.0669491073560472, 0.08740409902077156, 0.13315131825244622, 0.12741174672031785, 0.051781015692761556]"
GS,20,"[0.14416715578577755, 0.06845789629277162, 0.08419606265412193, 0.02483697973647288, 0.048677185579436906, 0.08779707485769737, 0.07395692167748263, 0.040234343660132316, 0.06556627979963082, 0.05626359326007163, 0.046557527542906554, 0.0030943256413257236, 0.037394995425620574, 0.06664525138851461, 0.08892695954475972, 0.08904747480484951, 0.038527504315680826, 0.08264643302645243, 0.05430628187196916, 0.060640884728357186, 0.014091604221117701, 0.06807449802125803, 0.041508436275635295, 0.007845676845291779, 0.012114442661937543, 0.05302002996155287, 0.04445091068917015, 0.05393086134645292, 0.06352291739702311, 0.03840836134942079, 0.04256270512756316, 0.057934029650488904, 0.12431624582063924, 0.0847631826434078, 0.022002553105156177, 0.04266585528982562, 0.06609233424992693, 0.06253012258729088, 0.05288598573410944, 0.06268146363185202, 0.09415372280524624, 0.038816893175217485, 0.11524471916137542, 0.20676298011016536, 0.11965014260898706, 0.07962479659900377, 0.031577373307278805, 0.06679976479076773, 0.03405487486441839, 0.04513367730902768, 0.026071414457692954, 0.06700401534844239, 0.08012132255481035, 0.12041576095553867, 0.16114889221779735, 0.16761164651764277, 0.039900183530651785]"
GS,21,"[0.0367255126533862, 0.06588294626755845, 0.0927443220636132, 0.03595355371932967, 0.01289238391602154, 0.032453355288097716, 0.04173245911085012, 0.01671463780834538, 0.013159021685618607, 0.0010482902060416082, 0.010577299783154488, 0.009602642698800838, 0.005711746060206223, 0.03236541243084087, 0.0606210779882924, 0.0844343330649781, 0.04534283241985848, 0.06861357032693834, 0.05064000376634038, 0.0774453487120988, 0.010950708198714406, 0.07921764451760964, 0.08110576358604824, 0.04313091966078756, 0.05753788642536953, 0.034588673408661286, 0.04213503661307609, 0.056836377671913144, 0.09170563398917568, 0.02180702733685453, 0.009719666775684248, 0.0556929277069422, 0.11401479000810834, 0.07839738778194238, 0.042608499954300896, 0.027737453632678658, 0.08092354107814992, 0.06512901798068028, 0.03832332964743337, 0.012436691235341581, 0.05088750813290925, 0.016892855323557436, 0.06945179987173783, 0.12911431606595566, 0.07602558152245718, 0.026954445632062125, 0.033462444219579245, 0.024632339643274555, 0.056499963460337005, 0.06656259990407228, 0.021170452812759182, 0.04516762563665281, 0.07047945589995845, 0.052633207152073945, 0.05501269725845355, 0.006600026277707949, 0.06216630401606499]"
GS,22,"[0.04600286973193214, 0.04522954919662376, 0.03775719586377353, 0.016864796596153527, 0.04811979881141105, 0.03494108261458904, 0.012827740829738534, 0.07771963229142771, 0.06789935398660916, 0.08138414974994468, 0.03505308287482338, 0.009279230392341705, 0.016077528005749752, 0.0891324165026609, 0.05701894529721463, 0.020774514447101836, 0.031325596197692714, 0.028102311705159207, 0.054510107547291395, 0.0522691329000702, 0.055273002144269695, 0.057960819783019354, 0.08181649514381598, 0.06691924335481765, 0.05849439312187393, 0.045056368035898915, 0.04275892630119883, 0.046773309833526316, 0.06933379104326332, 0.05014624774033894, 0.07303970383309256, 0.08353434812288436, 0.05632984380705731, 0.041043199061999824, 0.04863758362997391, 0.04280591377990102, 0.06152589383447769, 0.012379831304611838, 0.04248318223168081, 0.04275694255886399, 0.043522635891271984, 0.026541361489019453, 0.2558075301918564, 0.3708327797738808, 0.17540964286434352, 0.03416846486217338, 0.05810704794499318, 0.0045993864078756885, 0.04705488975687378, 0.07863167084807672, 0.036903638849551716, 0.029927399982761383, 0.026571306016965997, 0.03284716518453448, 0.028120342137701555, 0.12142562470275862, 0.08992712204092268]"
GS,23,"[0.023763395436110432, 0.03619668309278417, 0.07791126096025408, 0.005051754298178616, 0.0573424946359659, 0.035574180246116215, 0.057974505811587265, 0.08321507684174251, 0.039290859115302994, 0.02268970193256285, 0.04841823204092651, 0.040856682131572376, 0.05277151841427028, 0.05179113840314076, 0.0508323817248529, 0.0331152222716581, 0.014994757693165791, 0.07026296884112192, 0.0946006077396449, 0.09524986454679443, 0.11605858475315753, 0.09836330691660178, 0.04265204600552772, 0.023646754610087212, 0.029859545858399617, 0.026408349448558067, 0.031036043127050616, 0.009269228608432253, 0.030045397010985186, 0.08169444418710771, 0.08114753062268745, 0.0924557378127879, 0.05918838933954326, 0.05701200438238148, 0.015072962647020974, 0.06994904538372791, 0.059828235361949464, 0.0616328078643503, 0.027098147565834493, 0.03410625490587728, 0.0384974765578685, 0.0276271577176945, 0.10097099733586024, 0.28686026832822886, 0.18521542675175534, 0.05478174985076906, 0.036573015490672434, 0.05325104909931939, 0.08358848260653401, 0.08625138716327105, 0.05490264779476982, 0.04039546312617149, 0.0706188402408473, 0.037074394372813624, 0.06020612947638745, 0.1117584417245697, 0.08319217561512793]"
GS,24,"[0.06007433775009856, 0.06523602130534077, 0.08071588440198202, 0.036044588819894356, 0.032990106772647215, 0.015180998437998491, 0.027858742022500615, 0.07263202691166296, 0.07702563187158526, 0.04231922404772849, 0.029565623922310283, 0.02525153472549062, 0.041234061611884275, 0.029638891921409876, 0.08001842691599388, 0.05495139282638491, 0.0522713415776373, 0.1323370699628104, 0.037733668743356125, 0.063866126239462, 0.0914143879082462, 0.0914965023115603, 0.051993701655299714, 0.014273400998120769, 0.04226120917544604, 0.033309684906480015, 0.02230778155886856, 0.02491535151202963, 0.07444312640319549, 0.07349875036737501, 0.06140245923802557, 0.023794823949178014, 0.04268455850014549, 0.0897569638128389, 0.052754042005506534, 0.029419930471135034, 0.012952234480433132, 0.013318695806717044, 0.023205130560935823, 0.056140349891829554, 0.055949990710382334, 0.05755775845400024, 0.023886354403222974, 0.0603766311865538, 0.04041298276196402, 0.02370883369668887, 0.009105379146198916, 0.06019722606247019, 0.09566231223833715, 0.0770101681350964, 0.025375503170637807, 0.05493995003834472, 0.040451834813243895, 0.0367417891832937, 0.04299904540158036, 0.05397294835084442, 0.05413344402651337]"
GS,25,"[0.11018683931627486, 0.059513259068019464, 0.05760851289610439, 0.006215881443820181, 0.05330785799178673, 0.052568081827887116, 0.019336804429277363, 0.045307114279520715, 0.09401723291749005, 0.08845066357145726, 0.06287986255966264, 0.022013703052298, 0.0332035368795646, 0.07221338493080241, 0.08354349490612016, 0.08371111263875002, 0.014293469984945696, 0.07709368152274419, 0.020127012122169403, 0.03034026815553569, 0.05664496577672619, 0.08663227783937823, 0.045814289340704244, 0.00940568886519269, 0.011970652915928335, 0.03269776527449265, 0.02013680886757995, 0.06340816238542715, 0.06367893046587333, 0.05263566226179389, 0.05467300629395481, 0.03675070079497146, 0.07007613160993323, 0.09111594759702599, 0.05034860497436, 0.03397707412727387, 0.06609743382615002, 0.0436986088415555, 0.029298350464981873, 0.05742971578479811, 0.06277839266478687, 0.059326611586480324, 0.02858278588421022, 0.0882241424597494, 0.06387546584209002, 0.03478620586930857, 0.057219283820368755, 0.08422358427156208, 0.05201384322181715, 0.0813155982285849, 0.03327025775528403, 0.06825576401752974, 0.055161250023129396, 0.06328583791604615, 0.10409997689333547, 0.12724467396115186, 0.040819787851864325]"
GS,26,"[0.08847412453005203, 0.05445338510140906, 0.08452814017663181, 0.04538641055540385, 0.03290045762043051, 0.015403743499119554, 0.047700479790316205, 0.005701657682130083, 0.057554455564981906, 0.05556861284754739, 0.041160907892856716, 0.020190908043653494, 0.04741806597171599, 0.04802016435090022, 0.053737083338002894, 0.07927054446932662, 0.0267679849512553, 0.05404935133859223, 0.03451990010429578, 0.06443212174409918, 0.07991292933120579, 0.07944992670894019, 0.019727986663453347, 0.02037438888480875, 0.02259618599574508, 0.05040616288839488, 0.025707798653099054, 0.051194850308209555, 0.08222884015726155, 0.06048457254816436, 0.05478390302318319, 0.05688456611644728, 0.0870463327798813, 0.051681917780540626, 0.014005987171747704, 0.03187338437782918, 0.059027722572521694, 0.0624638680676477, 0.009161768474303002, 0.00985003647460179, 0.045546370374219936, 0.0453462075616893, 0.04609368224999335, 0.08705799777012796, 0.08661772984028483, 0.04700007142714647, 0.02158973800333249, 0.020885624830085492, 0.010876808316576288, 0.08524591710767856, 0.029444408107573018, 0.1116445276672588, 0.1174252438829337, 0.08101061818041282, 0.04422703273801053, 0.04452009685027049, 0.07186287150941441]"
GS,27,"[0.0877809667563123, 0.052690393147129116, 0.04746778367293032, 0.01625172171202684, 0.0462781745585164, 0.007358590709290005, 0.04995547435450552, 0.04277145292340052, 0.010061203449971821, 0.033245222749658895, 0.01280635709794746, 0.02274937885409823, 0.06925762041371977, 0.040218431324992816, 0.01852215572559259, 0.020177488095048865, 0.02718046967895079, 0.054827277411969605, 0.030184360775528406, 0.04946814972684475, 0.07670240037789204, 0.09992302709052776, 0.07612713302611843, 0.031314004048170876, 0.040001384160365173, 0.025676683160438085, 0.02808536700231653, 0.052926249196415705, 0.0908948679351164, 0.03406850995984579, 0.020988884803894155, 0.06186624998770938, 0.12458110675169669, 0.09570536221334434, 0.036940359111622106, 0.02713009932362761, 0.02993980760905965, 0.043815756670221244, 0.022407369723699302, 0.042737836643235765, 0.06916157541459661, 0.04823836216622661, 0.1741784048820179, 0.2786750940152028, 0.12883630628632092, 0.04690721123174205, 0.061824538105418145, 0.056665125778286654, 0.033957137775293106, 0.07823101035888029, 0.016923692923327727, 0.05723884014054664, 0.09425123646186631, 0.07536637950073304, 0.046103432730376606, 0.05797295198580953, 0.11133297493378265]"
GS,28,"[0.010190743596699978, 0.03240731555651885, 0.0575378384966465, 0.03518923231559928, 0.0494513107164592, 0.013560649057714055, 0.025861253876534672, 0.102567442118279, 0.0074852107193668724, 0.02416809131246542, 0.010336745152407371, 0.05156206915664274, 0.062234925632374406, 0.03260682582958836, 0.07314632959324105, 0.050657645664561206, 0.01005663073017424, 0.05014984684776128, 0.05905676613893056, 0.136933709895904, 0.1114061422799157, 0.09498100402037722, 0.04265110503345085, 0.049612178091933135, 0.05211734032207353, 0.06582010558243581, 0.04088086122145939, 0.011750763980221936, 0.03334551453301903, 0.05494329703932964, 0.08480001802945566, 0.09433660127572033, 0.03545402163823469, 0.025988391547077817, 0.011240386829308238, 0.060168101198999104, 0.061063942011824864, 0.03330722354015792, 0.039874486161741524, 0.02091671927817968, 0.03176721840597512, 0.01644213477502753, 0.10769099304875927, 0.2543866900012855, 0.14491986745350682, 0.057751290885845456, 0.05325678348562315, 0.03950760937940692, 0.0770028612559289, 0.109369963656772, 0.05789395213491734, 0.045001034483545164, 0.0778554448512684, 0.03368993935409605, 0.02624571430835869, 0.07910043050868566, 0.09231139741919744]"
GS,29,"[0.057935852765738365, 0.05493157396776581, 0.04723738001181848, 0.030407513193522247, 0.03325090994810655, 0.014108846341160757, 0.005172808372996669, 0.06886650265291241, 0.05511015890652669, 0.04761071758261037, 0.014435727518381491, 0.044040911227937705, 0.0167190071974233, 0.053919541837558135, 0.05979614527373542, 0.05110569235698536, 0.04275539115073151, 0.08971157440487358, 0.0650595765028072, 0.10497312161762565, 0.12677157620428986, 0.10921452238190342, 0.04149855614139359, 0.016352321382884536, 0.04021126831873346, 0.03696303763710134, 0.03527265429617081, 0.01855059417948319, 0.057859237913360936, 0.07746377213036203, 0.07424481280350256, 0.08437162444323841, 0.055455542650290165, 0.06831163094239974, 0.01389527719472257, 0.02458302187696225, 0.019247001118194215, 0.004373123950790983, 0.02581881936101762, 0.024007252987378252, 0.03861063121979438, 0.049222878821197295, 0.0661579031202521, 0.2116630247100338, 0.10609579507826379, 0.029353638613830835, 0.02895987460259284, 0.01680530593269199, 0.0808783784771713, 0.09849877475087875, 0.06130283711208776, 0.07213373050396782, 0.09005950378228077, 0.05402324049846983, 0.010897506125205535, 0.03776702789724468, 0.09646799561290913]"
GS,30,"[0.08266837463679642, 0.08094387757420193, 0.061749461460326505, 0.010211115464626669, 0.019450719389520237, 0.004978377434429307, 0.01909511535547555, 0.06673122206299886, 0.02384390907330778, 0.05490165989952587, 0.024567404771858675, 0.021193641643096662, 0.042077126009440365, 0.025765756568635213, 0.048857531250878654, 0.055924870503419676, 0.01934016928206295, 0.07784736138677165, 0.060985367775994566, 0.09807472393209885, 0.14147986203586788, 0.10740585415468108, 0.020628562669767935, 0.027075697678920593, 0.040557912419412444, 0.05631762251036671, 0.042402049604824944, 0.02143652906000037, 0.055788617278730405, 0.06363832750837763, 0.09338344693365117, 0.10331198049035854, 0.04684939718966055, 0.07466599228069958, 0.04673740124245611, 0.04943166012395199, 0.0112046199908212, 0.024785792971539267, 0.05106177103266685, 0.01930789024496873, 0.0472741492131891, 0.07612028722332524, 0.08827389965675275, 0.18551195653832128, 0.08959510949651332, 0.019118089917216974, 0.045090548701551506, 0.021872515232364716, 0.06523752662454323, 0.08577853931945294, 0.08063629592878672, 0.08267551872144195, 0.09320810863619429, 0.055653217451339554, 0.009558658163903158, 0.023240275667419163, 0.11280831646441425]"
GS,31,"[0.0735804932892408, 0.07311900531955541, 0.06040453591091691, 0.020035916737018745, 0.006296969435982831, 0.026387297201811922, 0.006000242963097554, 0.06439074300490384, 0.019952514452821892, 0.05829475924370098, 0.033878852121147225, 0.02741544145695581, 0.050568592976078526, 0.028760619122656105, 0.04508943294926413, 0.04055849185692651, 0.013294125481024325, 0.05659896824383608, 0.04958419417366413, 0.09016172983931064, 0.12666500838965133, 0.088361804077176, 0.02805146891911166, 0.027932333971112683, 0.05711975082365609, 0.06311632922698475, 0.0513343041171092, 0.036021820661922506, 0.04175196383096683, 0.07071625066568175, 0.09260557645110155, 0.09126359244612695, 0.07568404951758485, 0.08037882575698854, 0.056341405687686724, 0.05845007833688885, 0.01887886493774531, 0.016119072391298835, 0.02244317942438547, 0.00399554087457964, 0.04257365458368551, 0.07276635703539194, 0.10029890968753348, 0.22608481342187275, 0.1216806624532572, 0.02171125371523865, 0.0368519437423681, 0.01111161247103939, 0.05376976519741376, 0.08550241123295202, 0.07101753401005673, 0.07157140206864634, 0.0916618772225716, 0.08597646159573466, 0.011060847981802192, 0.039975560893127995, 0.10143820106175806]"
GS,32,"[0.05378736987277528, 0.049679924660032446, 0.031201598529601287, 0.014210453004838761, 0.028574604057992604, 0.012145534611740404, 0.024085762690350215, 0.07148018853745784, 0.03678358555903338, 0.03406261143348024, 0.00681813002216256, 0.01224411490268714, 0.02092719068638068, 0.05054598947393495, 0.06630730523239406, 0.03790479609218852, 0.004343197935103406, 0.06626724676389369, 0.07626336738959086, 0.09443573405888368, 0.10245079254412198, 0.0827551958221714, 0.05247870436594715, 0.048661724025830994, 0.0702103234338754, 0.065635227965414, 0.04806747828097008, 0.05827368157317252, 0.05597810882573551, 0.03268625189162675, 0.06496376534715259, 0.07299327334399268, 0.05481753569073906, 0.055565546551272715, 0.015594475868311447, 0.035467057391406584, 0.03246685190201599, 0.03374579297509576, 0.023873061625879634, 0.04368458665990543, 0.02845806325664118, 0.03282079807618959, 0.17779801217077723, 0.2887025991875307, 0.12240274153961617, 0.04287800994551402, 0.08209904441040089, 0.004468045851221307, 0.0635244766087949, 0.09148755329619677, 0.05592454062455345, 0.056967361561778604, 0.07643088197039022, 0.05089159304222306, 0.01740921002959249, 0.08979071146126627, 0.10231055961157415]"
UN,1,"[0.03414812753008175, 0.01783848423065635, 0.011563732389574869, 0.006433126335534017, 0.02971269399745872, 0.02524521047963154, 0.05574517311226082, 0.13258340084686726, 0.06375854447777042, 0.03570427480547264, 0.01991035551495173, 0.01656116702707535, 0.045469758062542186, 0.03345743369904219, 0.0289710279180986, 0.06956903974150862, 0.07107711330076923, 0.039259118319400654, 0.05759273959462849, 0.0745499544583293, 0.060662307700301066, 0.032222264702285806, 0.03544001198408789, 0.026751273510964804, 0.07025195083560834, 0.06503215996362134, 0.06741557497267286, 0.0742622415238131, 0.048742977599049796, 0.06054562371564667, 0.02551768510785964, 0.021199911081862623, 0.06394429117091324, 0.055380229159726416, 0.05144985002011961, 0.05733879253458553, 0.012771769556752672, 0.01624203598584733, 0.012659586428675285, 0.1138385282628188, 0.059215527743886505, 0.055658717261027446, 0.06122364618152032, 0.10541965630822012, 0.11998114687068076, 0.05023543710500278, 0.08353316728372573, 0.07685124151559698, 0.05605975397656626, 0.05501443233466976, 0.02202661206781465, 0.059077309555902006, 0.06933893861317084, 0.03523503148945146, 0.06123731152517293, 0.054956177842523386, 0.027648019012094297]"
UN,2,"[0.02435756995732042, 0.025229107089996705, 0.06466134031527715, 0.03546576478862182, 0.06453429065632713, 0.029736813339805945, 0.0860875296370456, 0.15113590775272517, 0.09654237536962273, 0.04678927981471037, 0.03601776418129547, 0.026123461892513924, 0.02456828363349526, 0.0301901698485223, 0.03242649101317644, 0.059953442096655485, 0.07274933441590883, 0.04559827470441947, 0.06215007415207155, 0.09273788346871273, 0.06253462535072431, 0.030313419563239134, 0.03913364888815319, 0.0522156759024046, 0.06622576697333034, 0.06776506191256747, 0.05461644337405088, 0.057811492603877836, 0.03884629585677411, 0.0354424858542645, 0.011871470880898427, 0.017814175524756545, 0.09405314476774508, 0.05502748874510042, 0.07605553642695567, 0.05859037642769032, 0.008027080808993364, 0.021633405670995805, 0.01299897555868635, 0.08409012443039757, 0.07362275318558809, 0.06495507740490264, 0.04536676816106668, 0.10356690591526564, 0.12024912296143746, 0.051266135859391805, 0.0742095023852877, 0.09230969009108805, 0.05116633515111248, 0.04955409006165374, 0.011833252890584586, 0.0542078571290803, 0.05631643361339922, 0.03766864235114999, 0.056032447111670734, 0.05517256959144846, 0.04971539635803981]"
UN,3,"[0.05913236644822846, 0.016707238694777134, 0.0318450967276441, 0.018574235145334482, 0.016815939646022498, 0.0021146183113309757, 0.051690739131413546, 0.12211374170110577, 0.05714336407312007, 0.02940702580860278, 0.03743722610335587, 0.035193206735734346, 0.044964875496811524, 0.01385901321431064, 0.029697778067804464, 0.04908349563756102, 0.061783484271079867, 0.0453395023233875, 0.07683975765889489, 0.11794826725812674, 0.07813313358279514, 0.04364342751352584, 0.028102719627316478, 0.034655636200553626, 0.05638331710000771, 0.04778884224270312, 0.05468320511052218, 0.06295494718045967, 0.07981932122751537, 0.04765515692564955, 0.07618281497550175, 0.09759247242558303, 0.03530204674951603, 0.040054593804135646, 0.0696790082580982, 0.03045141381285414, 0.019232302154002595, 0.02329147942148296, 0.058421687858873264, 0.13012766055547562, 0.08063459501772623, 0.04211427719181686, 0.11783777186240091, 0.13781446374621414, 0.07609524744503499, 0.0314418294364789, 0.06242054884865788, 0.08182445994479978, 0.04758210133998153, 0.05324364312433276, 0.06750290376424707, 0.04575026731305777, 0.024745447343505252, 0.05938073547018861, 0.04744554995950431, 0.02672411107884356, 0.026373212255073903]"
UN,4,"[0.02184299378446413, 0.02493766718079166, 0.025669994951598274, 0.02938658594101321, 0.03834225465274429, 0.03586615081690562, 0.10315435724323639, 0.15273812657484806, 0.07546610545312826, 0.040750912403102746, 0.035667974100616694, 0.043459676289039156, 0.02207437926631124, 0.010108945892573395, 0.030473605467587518, 0.09628710814141923, 0.023485244178493184, 0.00925953060078204, 0.05537737522155326, 0.08681616536984964, 0.06778163383086058, 0.052124592472054546, 0.05566971355389268, 0.0449043065850967, 0.05940317148089541, 0.055962418026499414, 0.0732068364807684, 0.09017700231301165, 0.05139830930547788, 0.008804855215237889, 0.020433631638890375, 0.07140344825643166, 0.06680261630122769, 0.07408654181889696, 0.07264749160818758, 0.03297262882669357, 0.03782776249550784, 0.04847334195921615, 0.040271377980710524, 0.0942347381505728, 0.05170124811406957, 0.042805910271697625, 0.07228466058262852, 0.2570768345680423, 0.1931249559884976, 0.05486867571450698, 0.06636080217214325, 0.05496094371839966, 0.013736342892822979, 0.03492933574048879, 0.02244750655390537, 0.05467664691952421, 0.0324946085662536, 0.005266521934938978, 0.023149439964804685, 0.07253238815539578, 0.030558388073029304]"
UN,5,"[0.01519561195429098, 0.030798872750925858, 0.01995738105574551, 0.04494109253454561, 0.053211556752975966, 0.023951118117587947, 0.07777083176337193, 0.153622371726059, 0.07031757690884795, 0.03745194509141667, 0.012975208621110462, 0.02944278098057722, 0.04472033317913838, 0.034825074225008544, 0.011195321234707366, 0.0903518706866037, 0.04263586455716354, 0.019180399958465558, 0.03284353566557924, 0.05522781141742972, 0.06450357638846616, 0.02739015313564589, 0.036745029926335736, 0.05963364189178709, 0.028718180255186618, 0.08782000985161882, 0.0825653485745769, 0.06332584075245155, 0.038416413969304126, 0.01551032200267543, 0.07074669606116717, 0.12813040600729014, 0.09527110739091559, 0.02449470128763625, 0.04234194670686493, 0.05222442695527234, 0.06211051911186089, 0.06033872150999768, 0.017292741092177513, 0.06094642746324863, 0.0635813893121613, 0.014159938982624706, 0.1541120540213971, 0.319245557710459, 0.20277215279025015, 0.06872892454526028, 0.043612104927835155, 0.07152160123419685, 0.023939885104945467, 0.02231561531798942, 0.04664160634136964, 0.07051605479652173, 0.035150929412096826, 0.03741299661340921, 0.047628207605085494, 0.11038729986908025, 0.021944366596060513]"
UN,6,"[0.05237781134375247, 0.06296191201655686, 0.0704227789846766, 0.009175673283121407, 0.02819785265662919, 0.017734126214598085, 0.08211291092108904, 0.11378088595197029, 0.056207690927467434, 0.07829402419509571, 0.04482591519416086, 0.025511473993350218, 0.02692250901713935, 0.02103918182372116, 0.02156563694848555, 0.07914248427930018, 0.04329429618407044, 0.033440791721216376, 0.09647253626910167, 0.11159186741154634, 0.07213840017993038, 0.02259369651507321, 0.037083968404014823, 0.022495725976885404, 0.03726196307786558, 0.0313810882056346, 0.0348191031931443, 0.05740736787091852, 0.039896391701118535, 0.02956313985551659, 0.035708105168554334, 0.14483369471348462, 0.12212664513766774, 0.04054008401383303, 0.05061371890675656, 0.07126297710228671, 0.04909371843871514, 0.06509926435816357, 0.011898546996249848, 0.08622103620975553, 0.02734888199395312, 0.035645004890016034, 0.08840170064550354, 0.17713209212030032, 0.12536753357350292, 0.02162098850352626, 0.04954285277974649, 0.048873027036684794, 0.017054549016869626, 0.03615440125038856, 0.024287285738855854, 0.03515788125986349, 0.023260627876257267, 0.01002463604614062, 0.05417878924820049, 0.0788940374243867, 0.02840000506810088]"
UN,7,"[0.017725434725846593, 0.06559992809657783, 0.0511510534322183, 0.015802688701210165, 0.03587287974164142, 0.03248041994599233, 0.06752375129608601, 0.14266906362775658, 0.09607853064341819, 0.07010553502199891, 0.026387401827518565, 0.022589844489612074, 0.016395538027332464, 0.034128563256307295, 0.03765811426917423, 0.04174036031178333, 0.060629248160646375, 0.02014095883856158, 0.10025084355080165, 0.17031764528524937, 0.07649146372318658, 0.007262062728819327, 0.032572018481167114, 0.044024224182927583, 0.042738557947777187, 0.03210717447000776, 0.06066410575383851, 0.03652752202376549, 0.03309479880559095, 0.022372276696569618, 0.04177212644643228, 0.034412082641120306, 0.04534073336102974, 0.054214061531828166, 0.0599434715705659, 0.07321687632671674, 0.01925101803360958, 0.015277922236168731, 0.011620630761110595, 0.05981796096757651, 0.008797889883799901, 0.01444725631650889, 0.03921055404973975, 0.09434204629763374, 0.03378974349471271, 0.017286396547143906, 0.028161840880767577, 0.09387661926287788, 0.07840496536096732, 0.06418435796608112, 0.03051868408585361, 0.046138421307457385, 0.05251205384494803, 0.041532649888391386, 0.0320676823205191, 0.02009960361628313, 0.028066079127962558]"
UN,8,"[0.04556308536081668, 0.010784869898576974, 0.008842790047911896, 0.060171751511550284, 0.049391518928203815, 0.03351068912818753, 0.08673738486922858, 0.1591836199960938, 0.07800006241442314, 0.012499659612514924, 0.042121757874936765, 0.03514018278144342, 0.0489648190170388, 0.03260914514948743, 0.02679330761819017, 0.039970437333080394, 0.016490430020716523, 0.034561929120061494, 0.04771324200347914, 0.09108428129987772, 0.08438748467111648, 0.033353442277054994, 0.01853916967471975, 0.02342157173134601, 0.026080667924571622, 0.018493536731425834, 0.016984276385892373, 0.07813879663084841, 0.05449867074462094, 0.01012830171599636, 0.06065461231076906, 0.06875225415058224, 0.07908666693243538, 0.07859724941059787, 0.09278062576080796, 0.019221184367933672, 0.05613826288734559, 0.007626425711412354, 0.07462884435553183, 0.11508893426762375, 0.0543945825267184, 0.03911219851401636, 0.033706049111526144, 0.061872717984802116, 0.10788877993013017, 0.023231292120487735, 0.025423094596428136, 0.037102443189653396, 0.0426059064164847, 0.11435235879529586, 0.12098186700456534, 0.07752543391502466, 0.01563190517210239, 0.03760540847458691, 0.004141990591397048, 0.042280945286905076, 0.025342312943869]"
